1000	1.38
5000	1.38
10000	1.38
50000	1.38
100000	1.38
150000	1.38
200000	1.38
250000	1.38
300000	1.38
350000	1.38
400000	1.38
450000	1.38
500000	1.38
550000	1.38
600000	1.38
650000	1.38
700000	1.38
750000	1.38
800000	1.38
850000	1.38
900000	1.38
950000	1.38
1000000	1.38
