0.01	1.434196896
0.02	5.85329261
0.03	13.2772981
0.04	23.64052229
0.05	36.9376216
0.06	53.1893461
0.07	72.3947719
0.08	94.553899
0.09	119.666228
0.1	147.7310098
0.11	178.747745
0.12	212.7156845
0.13	249.6343289
0.14	289.50218
0.15	332.320736
0.16	352.673783
0.17	335.062442
0.18	301.590157
0.19	274.902221
0.2	254.973664
0.21	238.3963307
0.22	224.0672962
0.23	212.035252
0.24	200.3323124
0.25	190.873177
0.26	182.0552712
0.27	173.9440164
0.28	166.4977127
0.29	159.9106267
0.3	153.1132933
0.31	147.1614441
0.32	141.1164568
0.33	136.3289587
0.34	131.2393236
0.35	126.8039025
0.36	122.432904
0.37	117.7807433
0.38	114.0190128
0.39	110.1596496
0.4	106.4303801
0.41	103.1940184
0.42	99.8697623
0.43	96.6948268
0.44	93.4594639
0.45	90.930752
0.46	88.1655742
0.47	85.8233882
0.48	83.2796943
0.49	80.2006436
0.5	77.6746784
0.51	76.1245408
0.52	74.3247032
0.53	72.5670649
0.54	70.9375227
0.55	69.6635533
0.56	67.8921815
0.57	66.5954894
0.58	64.8433445
0.59	63.7793728
0.6	62.3880444
0.61	60.9497724
0.62	59.5132483
0.63	58.2485178
0.64	56.7448244
0.65	55.9213138
0.66	54.3457068
0.67	53.6070942
0.68	52.6210289
0.69	51.265907
0.7	50.3442643
0.71	49.1397115
0.72	48.6952455
0.73	47.385569
0.74	47.0269998
0.75	46.0756428
0.76	45.1095535
0.77	44.2573274
0.78	43.5109741
0.79	42.7009473
0.8	42.2035449
0.81	41.257931
0.82	40.5934793
0.83	40.0363986
0.84	39.2033994
0.85	38.6345828
0.86	38.0290603
0.87	37.2335161
0.88	36.6804306
0.89	36.3273548
0.9	36.1862743
0.91	35.2286748
0.92	34.5352579
0.93	33.8762996
0.94	33.489764
0.95	33.0220759
0.96	32.7194395
0.97	32.0879482
0.98	31.6115206
0.99	31.3433428
1	30.9842742
1.1	26.8357584
1.2	23.53527374
1.3	21.08314483
1.4	19.09323559
1.5	17.91457668
1.6	16.1795612
1.7	14.76161478
1.8	13.6343691
1.9	12.74813386
2	12.09831458
2.1	11.54697698
2.2	10.71859723
2.3	10.24489136
2.4	9.84959129
2.5	9.42153058
2.6	8.88337714
2.7	8.46602856
2.8	7.92145783
2.9	7.53467253
3	7.82347555
3.1	7.31978071
3.2	7.21590551
3.3	7.05594769
3.4	6.88552744
3.5	6.45496973
3.6	6.31818407
3.7	6.41351953
3.8	6.05063052
3.9	5.89174641
4	6.03003027
4.1	6.11672611
4.2	6.12406729
4.3	6.13657726
4.4	5.66431965
4.5	5.45197477
4.6	5.36395552
4.7	5.42106191
4.8	5.14312084
4.9	5.24434922
5	4.89519371
