2 0.949372
3 1.65872
4 2.33348
5 2.8881 
6 3.23852
7 3.00607
8 3.43174
9 3.44854
10 4.4056 
11 4.15474
12 4.67117
13 4.39365
14 4.93265
15 4.48306
16 4.51039
17 4.98919
18 5.33148
19 4.69182
20 5.13914
21 4.9036 
22 5.6809 
23 5.684 n
24 5.50824
25 5.81349
26 5.37757
27 5.19529
28 6.01629
29 5.7791 
30 6.33157
31 5.87489
32 6.37131
33 6.12152
34 6.14141
35 6.12259
36 6.75743
37 5.96398
38 6.8908 
39 5.95377
40 6.09708
41 6.5789 
42 5.95329
43 6.31402
44 7.7516 
45 7.32101
46 7.5381 
47 7.55251
48 7.3937 
49 7.00607
50 7.61966
