2 2.61598
3 3.8792 
4 4.93326
5 6.33533
6 6.74706
7 8.7156 
8 9.7815 
9 10.3225
10 11.7082
11 13.1497
12 13.5898
13 14.2288
14 14.8833
15 15.8659
16 16.4292
17 16.7989
18 17.6588
19 17.6985
20 18.1651
21 18.4137
22 19.7264
23 18.8494
24 19.1751
25 19.8596
26 20.6317
27 21.4741
28 20.7188
29 22.0203
30 22.9523
31 23.4259
32 22.4613
33 23.0474
34 23.2863
35 24.5591
36 23.2387
37 25.5814
38 26.2872
39 26.5303
40 26.9973
41 24.9439
42 25.992 
43 26.6932
44 26.8123
45 27.9404
46 27.4395
47 28.569 
48 29.3694
49 28.6974
50 30.581 
