2 0.891818
3 1.50838
4 2.11373
5 2.87742
6 2.91287
7 2.99118
8 3.11499
9 3.5013 
10 4.09674
11 3.75831
12 4.24155
13 3.98191
14 4.31629
15 4.1502 
16 4.35328
17 4.74156
18 4.80439
19 4.14367
20 4.64515
21 4.81599
22 5.55172
23 5.36275
24 5.28576
25 5.2054 
26 5.38168
27 5.01598
28 5.27856
29 5.18363
30 5.23306
31 5.77574
32 5.39984
33 5.81838
34 5.93675
35 5.93418
36 6.11088
37 5.47889
38 6.18431
39 5.41058
40 5.63961
41 5.98717
42 5.91896
43 5.99679
44 7.1744 
45 6.72944
46 7.15762
47 6.85796
48 6.44257
49 6.52451
50 7.51715
