2 0.507123
3 0.831222
4 1.13359
5 1.34115
6 1.39172
7 1.59368
8 1.67495
9 1.59275
10 1.80815
11 1.78622
12 2.27242
13 1.83695
14 1.74685
15 2.014 n
16 1.91688
17 2.08773
18 1.77788
19 2.14578
20 1.98166
21 2.16859
22 2.02927
23 1.91953
24 2.13003
25 2.09615
26 2.2777 
27 2.08089
28 2.07482
29 2.09048
30 2.29672
31 1.83711
32 2.00902
33 2.02275
34 2.4773 
35 2.11302
36 2.29791
37 2.18886
38 1.95741
39 2.31276
40 2.08598
41 2.46928
42 2.54452
43 2.79592
44 2.75023
45 2.41477
46 2.62091
47 2.96968
48 2.86044
49 2.92704
50 2.72202
