2 2.23489
3 3.44961
4 4.37222
5 5.28021
6 5.75386
7 7.26473
8 8.14912
9 8.73255
10 10.1536
11 11.6312
12 10.7456
13 11.791 
14 12.3756
15 12.7788
16 12.8737
17 14.0603
18 14.6029
19 14.8451
20 15.0995
21 16.5724
22 16.6665
23 15.0101
24 16.064 
25 17.6126
26 16.4199
27 17.5008
28 16.8035
29 18.062 
30 17.644 
31 18.3816
32 18.2928
33 19.0213
34 18.5515
35 19.9673
36 18.4984
37 19.2514
38 20.4489
39 21.4617
40 20.7846
41 20.3941
42 22.0952
43 21.0098
44 23.6763
45 22.8015
46 22.9625
47 23.8927
48 23.5512
49 23.6257
50 24.5933
