2 3.54371
3 5.31014
4 7.02661
5 8.90833
6 10.8353
7 11.9269
8 13.88 n
9 14.9452
10 17.1747
11 18.7614
12 20.6224
13 21.1187
14 21.0209
15 23.6891
16 25.915 
17 26.4633
18 27.5923
19 28.6365
20 28.1285
21 29.5828
22 29.6511
23 33.3003
24 32.4291
25 32.8987
26 34.4065
27 33.743 
28 36.0276
29 35.4824
30 36.4023
31 37.0673
32 38.9993
33 39.5302
34 40.304 
35 39.5849
36 41.5867
37 42.0041
38 42.7348
39 44.1242
40 42.6771
41 43.1687
42 45.7295
43 42.3415
44 45.0088
45 44.4634
46 47.2057
47 48.7832
48 49.4074
49 49.7586
50 49.0654
