2 0.83642 
3 1.18529
4 1.57095
5 2.0915 
6 2.18983
7 2.55489
8 3.05215
9 2.89271
10 3.36263
11 2.99894
12 3.10958
13 3.56114
14 3.13515
15 3.11896
16 3.45419
17 3.90756
18 3.88855
19 3.93196
20 3.69525
21 3.70277
22 3.56174
23 4.28222
24 3.54086
25 3.82375
26 3.76348
27 4.38447
28 4.16345
29 3.99292
30 4.20819
31 4.39938
32 4.50487
33 3.96202
34 4.23978
35 4.24542
36 4.57241
37 4.44487
38 4.55916
39 4.44497
40 4.82682
41 4.96263
42 5.32236
43 4.63791
44 5.56501
45 5.48878
46 5.20406
47 5.28533
48 4.75995
49 5.50967
50 5.72326
