2 2.08712
3 3.22096
4 3.96417
5 4.73993
6 5.65056
7 6.46809
8 7.6308 
9 7.93804
10 8.12092
11 9.67465
12 9.83531
13 10.5561
14 11.0726
15 10.9244
16 11.3536
17 12.2579
18 12.1808
19 13.3625
20 12.4037
21 14.0991
22 14.4505
23 13.1708
24 13.8673
25 14.0096
26 14.8532
27 15.3482
28 14.5959
29 15.7107
30 15.3852
31 16.2818
32 15.487 
33 16.0101
34 16.8964
35 16.9274
36 16.644 
37 17.4346
38 16.4358
39 17.4895
40 17.6333
41 18.5846
42 18.9447
43 18.551 
44 20.0006
45 20.0008
46 19.6837
47 20.7721
48 20.7878
49 20.1442
50 20.6967
