2 5.0722 
3 7.01892
4 9.31853
5 11.3338
6 13.9033
7 16.8159
8 19.2831
9 22.3657
10 23.374 
11 25.2221
12 28.3465
13 31.9097
14 33.0578
15 36.0992
16 35.5448
17 37.6563
18 38.7195
19 40.5882
20 44.7668
21 43.9838
22 45.5701
23 47.0377
24 50.3409
25 49.7462
26 50.6609
27 54.7135
28 54.8609
29 55.9703
30 54.8538
31 56.3879
32 57.2286
33 58.7851
34 59.6074
35 60.7137
36 62.5522
37 61.9897
38 63.0862
39 63.4481
40 64.658 
41 65.6911
42 65.7997
43 68.5583
44 65.945 
45 67.3305
46 69.0022
47 68.7924
48 69.4572
49 71.6204
50 71.7805
