2 0.669405
3 0.949593
4 1.35907
5 1.44826
6 1.77869
7 2.16576
8 2.18677
9 2.39378
10 2.76189
11 2.44517
12 2.60883
13 2.69823
14 2.31378
15 2.6416 
16 2.9599 
17 3.05018
18 3.10704
19 2.588 n
20 2.92127
21 2.89318
22 2.81098
23 2.96356
24 2.79487
25 2.49986
26 2.8183 
27 3.16008
28 3.18343
29 2.84111
30 3.23087
31 3.35309
32 3.1354 
33 3.50032
34 3.16649
35 3.3352 
36 3.10059
37 3.59328
38 3.10576
39 3.2731 
40 3.6868 
41 3.63629
42 3.16088
43 4.10178
44 3.83493
45 3.8763 
46 3.81714
47 3.88157
48 3.99288
49 4.16684
50 4.32576
