2 4.52658
3 6.3468 
4 8.43134
5 10.2158
6 12.8388
7 15.1379
8 17.4626
9 19.4985
10 20.7526
11 22.5703
12 24.8903
13 27.4348
14 29.7099
15 32.3922
16 32.8316
17 32.3787
18 34.317 
19 36.752 
20 38.5216
21 38.6899
22 40.6419
23 43.5495
24 43.3874
25 45.086 
26 45.6344
27 46.3589
28 49.1625
29 47.7327
30 49.8248
31 51.2514
32 51.7559
33 52.8996
34 52.3165
35 55.6741
36 55.7943
37 55.1556
38 55.7441
39 58.6917
40 57.7914
41 60.1501
42 59.803 
43 61.0344
44 59.3857
45 62.1257
46 63.4282
47 62.9005
48 66.9195
49 65.097 
50 65.0905
