2 0.730947
3 1.03029
4 1.31675
5 1.58842
6 1.88053
7 2.27921
8 2.22992
9 2.49378
10 2.85232
11 2.52364
12 2.67219
13 2.74847
14 2.58105
15 2.84659
16 3.19361
17 3.20447
18 3.33599
19 3.00203
20 3.22334
21 2.89735
22 2.92827
23 3.10984
24 2.80289
25 2.91709
26 2.78106
27 3.60637
28 3.45366
29 3.04425
30 3.28914
31 3.5839 
32 3.62747
33 3.34624
34 3.76004
35 3.49861
36 3.44093
37 3.99961
38 3.5286 
39 3.46008
40 3.76323
41 3.86495
42 3.98596
43 4.33793
44 4.47626
45 4.32863
46 4.2842 
47 4.1541 
48 4.01495
49 4.35036
50 4.94184
