2 1.58137
3 2.45736
4 3.19306
5 4.08254
6 4.99964
7 5.50118
8 6.06708
9 6.80535
10 7.3712 
11 7.44436
12 7.63526
13 7.73309
14 8.58946
15 9.24169
16 9.26309
17 9.31831
18 9.7165 
19 10.0581
20 9.92175
21 11.0171
22 10.8543
23 9.77304
24 9.3857 
25 10.586 
26 11.3523
27 10.4149
28 10.8875
29 12.1272
30 11.3392
31 10.8833
32 12.8368
33 11.7585
34 12.026 
35 11.852 
36 13.0676
37 13.1436
38 13.0161
39 12.7509
40 12.7228
41 14.5397
42 13.7345
43 14.201 
44 14.7951
45 14.8387
46 14.7807
47 14.6017
48 14.5782
49 15.3207
50 15.8886
