2 1.20005
3 1.99525
4 2.60443
5 3.00985
6 3.78952
7 3.85561
8 4.54117
9 5.16398
10 5.26395
11 5.8092 
12 5.97965
13 5.74537
14 5.65069
15 6.08625
16 6.0362 
17 7.01895
18 6.07193
19 6.73883
20 6.31424
21 6.25304
22 6.8181 
23 7.87052
24 7.3769 
25 7.42667
26 8.17476
27 6.84616
28 7.19403
29 7.57195
30 7.02799
31 8.21349
32 7.78306
33 8.20297
34 8.21712
35 7.5759 
36 8.29147
37 8.33655
38 8.88857
39 7.64571
40 8.7243 
41 9.43505
42 9.44231
43 9.45497
44 9.39549
45 9.72432
46 10.1288
47 9.83839
48 9.73137
49 10.86 n
50 10.785 
