2 1.42474
3 2.16024
4 2.75246
5 3.5808 
6 4.35202
7 4.83974
8 5.07951
9 5.85552
10 6.03356
11 6.41962
12 6.92272
13 7.13796
14 7.34449
15 7.96785
16 7.0945 
17 7.24828
18 7.69637
19 7.79727
20 8.03423
21 8.49661
22 8.18358
23 8.44846
24 8.3076 
25 9.46505
26 8.26172
27 8.91777
28 8.34454
29 8.6505 
30 9.34211
31 9.25705
32 10.1617
33 9.7629 
34 9.70484
35 9.79652
36 10.6039
37 9.73124
38 11.1358
39 10.4956
40 9.56645
41 11.2417
42 11.5671
43 11.7582
44 12.1701
45 11.98 n
46 11.9686
47 11.8237
48 12.336 
49 13.0648
50 12.6302
