2 1.96534
3 3.01365
4 3.69978
5 4.70375
6 5.49075
7 6.15057
8 7.61121
9 7.92112
10 7.82896
11 8.8867 
12 9.02277
13 9.56963
14 10.6892
15 10.2852
16 10.5976
17 11.7071
18 10.9089
19 12.772 
20 11.556 
21 12.8341
22 13.5447
23 12.5954
24 12.9156
25 12.6986
26 13.8407
27 13.8211
28 14.0024
29 14.4051
30 13.8989
31 14.0584
32 14.6355
33 14.6137
34 15.1906
35 15.3457
36 15.089 
37 16.4453
38 15.4219
39 16.3345
40 15.9647
41 17.503 
42 17.0827
43 17.9747
44 18.9462
45 18.6208
46 17.7818
47 19.2623
48 19.5943
49 18.994 
50 19.5433
