2 0.874792
3 1.42469
4 1.95876
5 2.69968
6 2.74461
7 2.94984
8 3.2947 
9 3.50072
10 3.81395
11 3.43781
12 3.78992
13 4.00611
14 4.01566
15 3.76635
16 4.05126
17 4.46571
18 4.38 na
19 4.2098 
20 4.3317 
21 4.88971
22 4.80877
23 4.87331
24 4.75927
25 5.04475
26 5.18476
27 5.04448
28 4.9106 
29 4.30144
30 4.74422
31 5.00543
32 5.47987
33 5.49626
34 5.48622
35 5.62235
36 5.62489
37 5.15599
38 5.78992
39 5.07776
40 5.35331
41 5.76501
42 5.32246
43 6.41017
44 6.69025
45 6.27101
46 6.40335
47 6.40266
48 5.71901
49 6.43007
50 7.09768
